id,type,urgency,status,assigned_machine,arrival_time,execution_time,energy_usage,start_time,completion_time,missed_time,deadline,extended_deadline
65,TT2,BESTEFFORT,MISSED,gpu-1,63.442,"{'cpu-1': 5.219, 'cpu-2': 3.176, 'gpu-1': 3.275}",287.37500000000057,64.917,inf,67.94200000000001,66.44200000000001,67.94200000000001
66,TT2,BESTEFFORT,MISSED,cpu-1,65.012,"{'cpu-1': 10.607, 'cpu-2': 2.819, 'gpu-1': 2.113}",202.5,65.012,inf,69.512,68.012,69.512
67,TT2,BESTEFFORT,COMPLETED,cpu-2,65.122,"{'cpu-1': 7.403, 'cpu-2': 2.172, 'gpu-1': 3.051}",97.74000000000001,65.122,67.294,inf,68.122,69.622
68,TT2,BESTEFFORT,XCOMPLETED,gpu-1,65.261,"{'cpu-1': 12.713, 'cpu-2': 6.126, 'gpu-1': 1.562}",148.39000000000001,67.94200000000001,69.504,inf,68.261,69.761
69,TT2,BESTEFFORT,XCOMPLETED,gpu-1,68.861,"{'cpu-1': 9.635, 'cpu-2': 3.223, 'gpu-1': 2.412}",229.14,69.504,71.91600000000001,inf,71.861,73.361
70,TT2,BESTEFFORT,MISSED,cpu-1,69.542,"{'cpu-1': 8.387, 'cpu-2': 11.718, 'gpu-1': 2.845}",202.5,69.542,inf,74.042,72.542,74.042
71,TT2,BESTEFFORT,COMPLETED,gpu-1,71.014,"{'cpu-1': 5.607, 'cpu-2': 4.524, 'gpu-1': 0.67}",63.650000000000006,71.91600000000001,72.58600000000001,inf,74.014,75.514
72,TT2,BESTEFFORT,COMPLETED,gpu-1,74.718,"{'cpu-1': 7.091, 'cpu-2': 1.81, 'gpu-1': 0.656}",62.32,74.718,75.37400000000001,inf,77.718,79.218
73,TT2,BESTEFFORT,COMPLETED,gpu-1,75.66,"{'cpu-1': 4.858, 'cpu-2': 12.475, 'gpu-1': 0.856}",81.32,75.66,76.51599999999999,inf,78.66,80.16
74,TT2,BESTEFFORT,COMPLETED,gpu-1,78.125,"{'cpu-1': 8.05, 'cpu-2': 3.949, 'gpu-1': 1.352}",128.44,78.125,79.477,inf,81.125,82.625
75,TT2,BESTEFFORT,MISSED,cpu-1,78.569,"{'cpu-1': 6.228, 'cpu-2': 3.295, 'gpu-1': 1.072}",202.5,78.569,inf,83.069,81.569,83.069
76,TT2,BESTEFFORT,COMPLETED,gpu-1,80.896,"{'cpu-1': 9.643, 'cpu-2': 11.928, 'gpu-1': 0.919}",87.305,80.896,81.815,inf,83.896,85.396
77,TT2,BESTEFFORT,COMPLETED,gpu-1,81.673,"{'cpu-1': 8.164, 'cpu-2': 2.197, 'gpu-1': 1.728}",164.16,81.815,83.54299999999999,inf,84.673,86.173
78,TT2,BESTEFFORT,MISSED,cpu-1,81.953,"{'cpu-1': 3.888, 'cpu-2': 10.601, 'gpu-1': 1.062}",152.28000000000003,83.069,inf,86.453,84.953,86.453
79,TT2,BESTEFFORT,XCOMPLETED,gpu-1,82.439,"{'cpu-1': 12.341, 'cpu-2': 6.932, 'gpu-1': 2.007}",190.66500000000002,83.54299999999999,85.55,inf,85.439,86.939
80,TT2,BESTEFFORT,XCOMPLETED,gpu-1,82.8,"{'cpu-1': 1.526, 'cpu-2': 1.408, 'gpu-1': 0.682}",64.79,85.55,86.232,inf,85.8,87.3
81,TT2,BESTEFFORT,XCOMPLETED,gpu-1,83.939,"{'cpu-1': 5.206, 'cpu-2': 4.76, 'gpu-1': 0.775}",73.625,86.232,87.007,inf,86.939,88.439
82,TT2,BESTEFFORT,MISSED,gpu-1,84.772,"{'cpu-1': 8.437, 'cpu-2': 7.573, 'gpu-1': 2.632}",215.17500000000007,87.007,inf,89.272,87.772,89.272
83,TT2,BESTEFFORT,XCOMPLETED,gpu-1,85.439,"{'cpu-1': 7.24, 'cpu-2': 5.68, 'gpu-1': 0.615}",58.425,89.272,89.887,inf,88.439,89.939
84,TT2,BESTEFFORT,MISSED,cpu-1,86.105,"{'cpu-1': 5.018, 'cpu-2': 12.424, 'gpu-1': 0.775}",186.84000000000003,86.453,inf,90.605,89.105,90.605
85,TT2,BESTEFFORT,MISSED,gpu-1,86.452,"{'cpu-1': 4.115, 'cpu-2': 5.255, 'gpu-1': 1.117}",101.17499999999978,89.887,inf,90.952,89.452,90.952
86,TT2,BESTEFFORT,MISSED,cpu-2,86.883,"{'cpu-1': 3.029, 'cpu-2': 8.783, 'gpu-1': 1.754}",202.5,86.883,inf,91.383,89.883,91.383
87,TT2,BESTEFFORT,MISSED,gpu-1,87.148,"{'cpu-1': 11.928, 'cpu-2': 3.758, 'gpu-1': 1.399}",66.1199999999998,90.952,inf,91.648,90.148,91.648
88,TT2,BESTEFFORT,COMPLETED,gpu-1,90.382,"{'cpu-1': 8.099, 'cpu-2': 5.43, 'gpu-1': 1.541}",146.39499999999998,91.648,93.189,inf,93.382,94.882
89,TT2,BESTEFFORT,XCOMPLETED,gpu-1,90.635,"{'cpu-1': 2.843, 'cpu-2': 3.787, 'gpu-1': 1.46}",138.7,93.189,94.64899999999999,inf,93.635,95.135
90,TT2,BESTEFFORT,COMPLETED,cpu-1,91.902,"{'cpu-1': 2.767, 'cpu-2': 13.097, 'gpu-1': 1.062}",124.515,91.902,94.669,inf,94.902,96.402
91,TT2,BESTEFFORT,XCOMPLETED,gpu-1,92.204,"{'cpu-1': 4.013, 'cpu-2': 4.289, 'gpu-1': 1.587}",150.765,94.64899999999999,96.23599999999999,inf,95.204,96.704
92,TT2,BESTEFFORT,MISSED,cpu-2,92.554,"{'cpu-1': 2.928, 'cpu-2': 7.084, 'gpu-1': 1.253}",202.5,92.554,inf,97.054,95.554,97.054
93,TT2,BESTEFFORT,XCOMPLETED,cpu-1,93.843,"{'cpu-1': 3.263, 'cpu-2': 2.558, 'gpu-1': 1.131}",146.835,94.669,97.932,inf,96.843,98.343
94,TT2,BESTEFFORT,XCOMPLETED,gpu-1,94.206,"{'cpu-1': 10.478, 'cpu-2': 3.165, 'gpu-1': 1.641}",155.895,96.23599999999999,97.877,inf,97.206,98.706
95,TT2,BESTEFFORT,XCOMPLETED,gpu-1,94.938,"{'cpu-1': 5.302, 'cpu-2': 5.736, 'gpu-1': 1.075}",102.125,97.877,98.952,inf,97.938,99.438
96,TT2,BESTEFFORT,MISSED,cpu-2,95.999,"{'cpu-1': 12.036, 'cpu-2': 12.348, 'gpu-1': 1.135}",155.0249999999997,97.054,inf,100.499,98.999,100.499
97,TT2,BESTEFFORT,MISSED,gpu-1,96.19,"{'cpu-1': 6.772, 'cpu-2': 2.241, 'gpu-1': 2.779}",165.10999999999996,98.952,inf,100.69,99.19,100.69
98,TT2,BESTEFFORT,MISSED,cpu-1,96.24,"{'cpu-1': 8.374, 'cpu-2': 2.486, 'gpu-1': 1.22}",126.35999999999967,97.932,inf,100.74,99.24,100.74
99,TT2,BESTEFFORT,MISSED,gpu-1,97.948,"{'cpu-1': 1.591, 'cpu-2': 2.804, 'gpu-1': 2.379}",167.0099999999996,100.69,inf,102.448,100.948,102.448
